table_name,column_name,concept_id,concept_code,is_suppressed,rule
observation,observation_type_concept_id,1384421,,YES,DC-1364
observation,observation_type_concept_id,43529107,,YES,DC-1364
observation,observation_type_concept_id,1586102,,YES,DC-1364
observation,observation_type_concept_id,1585961,,YES,DC-1364
observation,observation_type_concept_id,1585962,,YES,DC-1364
observation,observation_type_concept_id,1585963,,YES,DC-1364
observation,observation_type_concept_id,1585490,,YES,DC-1364
observation,observation_type_concept_id,1585486,,YES,DC-1364
observation,observation_type_concept_id,1585246,,YES,DC-1364
observation,observation_type_concept_id,1585247,,YES,DC-1364
observation,observation_type_concept_id,1585252,,YES,DC-1364
observation,observation_type_concept_id,1585596,,YES,DC-1364
observation,observation_type_concept_id,1585598,,YES,DC-1364
observation,observation_type_concept_id,1585597,,YES,DC-1364
observation,observation_type_concept_id,1585910,,YES,DC-1364
observation,observation_type_concept_id,1585911,,YES,DC-1364
observation,observation_type_concept_id,1585915,,YES,DC-1364
observation,observation_type_concept_id,1585907,,YES,DC-1364
observation,observation_type_concept_id,1585909,,YES,DC-1364
observation,observation_type_concept_id,1585916,,YES,DC-1364
observation,observation_type_concept_id,1585926,,YES,DC-1364
observation,observation_type_concept_id,1585927,,YES,DC-1364
observation,observation_type_concept_id,1585931,,YES,DC-1364
observation,observation_type_concept_id,1585923,,YES,DC-1364
observation,observation_type_concept_id,1585925,,YES,DC-1364
observation,observation_type_concept_id,1585932,,YES,DC-1364
observation,observation_type_concept_id,1585950,,YES,DC-1364
observation,observation_type_concept_id,43529731,,YES,DC-1364
observation,value_as_concept_id,1585260,,YES,DC-1364
observation,value_as_concept_id,43529713,,YES,DC-1364
observation,value_as_concept_id,1384421,,YES,DC-1364
observation,value_as_concept_id,43529107,,YES,DC-1364
observation,value_as_concept_id,1586102,,YES,DC-1364
observation,value_as_concept_id,1585961,,YES,DC-1364
observation,value_as_concept_id,1585962,,YES,DC-1364
observation,value_as_concept_id,1585963,,YES,DC-1364
observation,value_as_concept_id,1585490,,YES,DC-1364
observation,value_as_concept_id,1585486,,YES,DC-1364
observation,value_as_concept_id,1585246,,YES,DC-1364
observation,value_as_concept_id,1585247,,YES,DC-1364
observation,value_as_concept_id,1585252,,YES,DC-1364
observation,value_as_concept_id,1585596,,YES,DC-1364
observation,value_as_concept_id,1585598,,YES,DC-1364
observation,value_as_concept_id,1585597,,YES,DC-1364
observation,value_as_concept_id,1585910,,YES,DC-1364
observation,value_as_concept_id,1585911,,YES,DC-1364
observation,value_as_concept_id,1585915,,YES,DC-1364
observation,value_as_concept_id,1585907,,YES,DC-1364
observation,value_as_concept_id,1585909,,YES,DC-1364
observation,value_as_concept_id,1585916,,YES,DC-1364
observation,value_as_concept_id,1585926,,YES,DC-1364
observation,value_as_concept_id,1585927,,YES,DC-1364
observation,value_as_concept_id,1585931,,YES,DC-1364
observation,value_as_concept_id,1585923,,YES,DC-1364
observation,value_as_concept_id,1585925,,YES,DC-1364
observation,value_as_concept_id,1585932,,YES,DC-1364
observation,value_as_concept_id,1585950,,YES,DC-1364
observation,value_as_concept_id,43529731,,YES,DC-1364
observation,qualifier_concept_id,1384421,,YES,DC-1364
observation,qualifier_concept_id,43529107,,YES,DC-1364
observation,qualifier_concept_id,1586102,,YES,DC-1364
observation,qualifier_concept_id,1585961,,YES,DC-1364
observation,qualifier_concept_id,1585962,,YES,DC-1364
observation,qualifier_concept_id,1585963,,YES,DC-1364
observation,qualifier_concept_id,1585490,,YES,DC-1364
observation,qualifier_concept_id,1585486,,YES,DC-1364
observation,qualifier_concept_id,1585246,,YES,DC-1364
observation,qualifier_concept_id,1585247,,YES,DC-1364
observation,qualifier_concept_id,1585252,,YES,DC-1364
observation,qualifier_concept_id,1585596,,YES,DC-1364
observation,qualifier_concept_id,1585598,,YES,DC-1364
observation,qualifier_concept_id,1585597,,YES,DC-1364
observation,qualifier_concept_id,1585910,,YES,DC-1364
observation,qualifier_concept_id,1585911,,YES,DC-1364
observation,qualifier_concept_id,1585915,,YES,DC-1364
observation,qualifier_concept_id,1585907,,YES,DC-1364
observation,qualifier_concept_id,1585909,,YES,DC-1364
observation,qualifier_concept_id,1585916,,YES,DC-1364
observation,qualifier_concept_id,1585926,,YES,DC-1364
observation,qualifier_concept_id,1585927,,YES,DC-1364
observation,qualifier_concept_id,1585931,,YES,DC-1364
observation,qualifier_concept_id,1585923,,YES,DC-1364
observation,qualifier_concept_id,1585925,,YES,DC-1364
observation,qualifier_concept_id,1585932,,YES,DC-1364
observation,qualifier_concept_id,1585950,,YES,DC-1364
observation,qualifier_concept_id,43529731,,YES,DC-1364
observation,unit_concept_id,1585260,,YES,DC-1364
observation,unit_concept_id,43529713,,YES,DC-1364
observation,unit_concept_id,1384421,,YES,DC-1364
observation,unit_concept_id,43529107,,YES,DC-1364
observation,unit_concept_id,1586102,,YES,DC-1364
observation,unit_concept_id,1585961,,YES,DC-1364
observation,unit_concept_id,1585962,,YES,DC-1364
observation,unit_concept_id,1585963,,YES,DC-1364
observation,unit_concept_id,1585490,,YES,DC-1364
observation,unit_concept_id,1585486,,YES,DC-1364
observation,unit_concept_id,1585246,,YES,DC-1364
observation,unit_concept_id,1585247,,YES,DC-1364
observation,unit_concept_id,1585252,,YES,DC-1364
observation,unit_concept_id,1585596,,YES,DC-1364
observation,unit_concept_id,1585598,,YES,DC-1364
observation,unit_concept_id,1585597,,YES,DC-1364
observation,unit_concept_id,1585910,,YES,DC-1364
observation,unit_concept_id,1585911,,YES,DC-1364
observation,unit_concept_id,1585915,,YES,DC-1364
observation,unit_concept_id,1585907,,YES,DC-1364
observation,unit_concept_id,1585909,,YES,DC-1364
observation,unit_concept_id,1585916,,YES,DC-1364
observation,unit_concept_id,1585926,,YES,DC-1364
observation,unit_concept_id,1585927,,YES,DC-1364
observation,unit_concept_id,1585931,,YES,DC-1364
observation,unit_concept_id,1585923,,YES,DC-1364
observation,unit_concept_id,1585925,,YES,DC-1364
observation,unit_concept_id,1585932,,YES,DC-1364
observation,unit_concept_id,1585950,,YES,DC-1364
observation,unit_concept_id,43529731,,YES,DC-1364
observation,value_source_concept_id,1585260,,YES,DC-1364
observation,value_source_concept_id,43529713,,YES,DC-1364
observation,value_source_concept_id,1384421,,YES,DC-1364
observation,value_source_concept_id,43529107,,YES,DC-1364
observation,value_source_concept_id,1586102,,YES,DC-1364
observation,value_source_concept_id,1585961,,YES,DC-1364
observation,value_source_concept_id,1585962,,YES,DC-1364
observation,value_source_concept_id,1585963,,YES,DC-1364
observation,value_source_concept_id,1585490,,YES,DC-1364
observation,value_source_concept_id,1585486,,YES,DC-1364
observation,value_source_concept_id,1585246,,YES,DC-1364
observation,value_source_concept_id,1585247,,YES,DC-1364
observation,value_source_concept_id,1585252,,YES,DC-1364
observation,value_source_concept_id,1585596,,YES,DC-1364
observation,value_source_concept_id,1585598,,YES,DC-1364
observation,value_source_concept_id,1585597,,YES,DC-1364
observation,value_source_concept_id,1585910,,YES,DC-1364
observation,value_source_concept_id,1585911,,YES,DC-1364
observation,value_source_concept_id,1585915,,YES,DC-1364
observation,value_source_concept_id,1585907,,YES,DC-1364
observation,value_source_concept_id,1585909,,YES,DC-1364
observation,value_source_concept_id,1585916,,YES,DC-1364
observation,value_source_concept_id,1585926,,YES,DC-1364
observation,value_source_concept_id,1585927,,YES,DC-1364
observation,value_source_concept_id,1585931,,YES,DC-1364
observation,value_source_concept_id,1585923,,YES,DC-1364
observation,value_source_concept_id,1585925,,YES,DC-1364
observation,value_source_concept_id,1585932,,YES,DC-1364
observation,value_source_concept_id,1585950,,YES,DC-1364
observation,value_source_concept_id,43529731,,YES,DC-1364
observation,observation_source_value,,Asian_AsianSpecific,YES,DC-1366
observation,observation_source_value,,AIAN_AIANSpecific,YES,DC-1366
observation,observation_source_value,,Black_BlackSpecific,YES,DC-1366
observation,observation_source_value,,MENA_MENASpecific,YES,DC-1366
observation,observation_source_value,,NHPI_NHPISpecific,YES,DC-1366
observation,observation_source_value,,White_WhiteSpecific,YES,DC-1366
observation,observation_source_value,,Hispanic_HispanicSpecific,YES,DC-1366
observation,observation_source_value,,RaceEthnicityNoneOfThese_RaceEthnicityFreeTextBox,YES,DC-1366
observation,observation_source_concept_id,1586151,,YES,DC-1366
observation,observation_source_concept_id,1586150,,YES,DC-1366
observation,observation_source_concept_id,1586152,,YES,DC-1366
observation,observation_source_concept_id,1586153,,YES,DC-1366
observation,observation_source_concept_id,1586154,,YES,DC-1366
observation,observation_source_concept_id,1586155,,YES,DC-1366
observation,observation_source_concept_id,1586156,,YES,DC-1366
observation,observation_source_concept_id,1586149,,YES,DC-1366
observation,observation_concept_id,1586151,,YES,DC-1366
observation,observation_concept_id,1586150,,YES,DC-1366
observation,observation_concept_id,1586152,,YES,DC-1366
observation,observation_concept_id,1586153,,YES,DC-1366
observation,observation_concept_id,1586154,,YES,DC-1366
observation,observation_concept_id,1586155,,YES,DC-1366
observation,observation_concept_id,1586156,,YES,DC-1366
observation,observation_concept_id,1586149,,YES,DC-1366
observation,value_as_concept_id,1586151,,YES,DC-1366
observation,value_as_concept_id,1586150,,YES,DC-1366
observation,value_as_concept_id,1586152,,YES,DC-1366
observation,value_as_concept_id,1586153,,YES,DC-1366
observation,value_as_concept_id,1586154,,YES,DC-1366
observation,value_as_concept_id,1586155,,YES,DC-1366
observation,value_as_concept_id,1586156,,YES,DC-1366
observation,value_as_concept_id,1586149,,YES,DC-1366
observation,value_source_concept_id,1586151,,YES,DC-1366
observation,value_source_concept_id,1586150,,YES,DC-1366
observation,value_source_concept_id,1586152,,YES,DC-1366
observation,value_source_concept_id,1586153,,YES,DC-1366
observation,value_source_concept_id,1586154,,YES,DC-1366
observation,value_source_concept_id,1586155,,YES,DC-1366
observation,value_source_concept_id,1586156,,YES,DC-1366
observation,value_source_concept_id,1586149,,YES,DC-1366
observation,value_source_value,,Asian_AsianSpecific,YES,DC-1366
observation,value_source_value,,AIAN_AIANSpecific,YES,DC-1366
observation,value_source_value,,Black_BlackSpecific,YES,DC-1366
observation,value_source_value,,MENA_MENASpecific,YES,DC-1366
observation,value_source_value,,NHPI_NHPISpecific,YES,DC-1366
observation,value_source_value,,White_WhiteSpecific,YES,DC-1366
observation,value_source_value,,Hispanic_HispanicSpecific,YES,DC-1366
observation,value_source_value,,RaceEthnicityNoneOfThese_RaceEthnicityFreeTextBox,YES,DC-1366
observation,observation_source_concept_id,1333234,,YES,DC-1496
observation,observation_source_concept_id,1310066,,YES,DC-1496
observation,observation_source_concept_id,715725,,YES,DC-1496
observation,observation_source_concept_id,1310147,,YES,DC-1496
observation,observation_source_concept_id,702686,,YES,DC-1496
observation,observation_source_concept_id,1310054,,YES,DC-1496
observation,observation_source_concept_id,715726,,YES,DC-1496
observation,observation_source_concept_id,715724,,YES,DC-1496
observation,observation_source_concept_id,715714,,YES,DC-1496
observation,observation_source_concept_id,1310146,,YES,DC-1496
observation,observation_source_concept_id,1310058,,YES,DC-1496
observation,observation_concept_id,1333234,,YES,DC-1496
observation,observation_concept_id,1310066,,YES,DC-1496
observation,observation_concept_id,715725,,YES,DC-1496
observation,observation_concept_id,1310147,,YES,DC-1496
observation,observation_concept_id,702686,,YES,DC-1496
observation,observation_concept_id,1310054,,YES,DC-1496
observation,observation_concept_id,715726,,YES,DC-1496
observation,observation_concept_id,715724,,YES,DC-1496
observation,observation_concept_id,715714,,YES,DC-1496
observation,observation_concept_id,1310146,,YES,DC-1496
observation,observation_concept_id,1310058,,YES,DC-1496
observation,observation_source_value,,cope_a_126,YES,DC-1496
observation,observation_source_value,,cdc_covid_19_n_a8,YES,DC-1496
observation,observation_source_value,,eds_follow_up_1_xx,YES,DC-1496
observation,observation_source_value,,cope_aou_xx_2_a,YES,DC-1496
observation,observation_source_value,,nhs_covid_fhc17b_cope_a_226,YES,DC-1496
observation,observation_source_value,,cdc_covid_19_n_a4,YES,DC-1496
observation,observation_source_value,,basics_11a_cope_a_33,YES,DC-1496
observation,observation_source_value,,tsu_ds5_13_xx42_cope_a_226,YES,DC-1496
observation,observation_source_value,,cu_covid_cope_a_204,YES,DC-1496
observation,observation_source_value,,dmfs_29a,YES,DC-1496
observation,observation_source_value,,msds_17_c,YES,DC-1496
observation,value_source_concept_id,1585807,,YES,DC-1527
observation,value_source_concept_id,1585808,,YES,DC-1527
observation,value_as_concept_id,1585807,,YES,DC-1527
observation,value_as_concept_id,1585808,,YES,DC-1527
observation,value_source_value,,OrganTransplantDescription_OtherOrgan,YES,DC-1527
observation,value_source_value,,OrganTransplantDescription_OtherTissue,YES,DC-1527
observation,observation_source_concept_id,766006,,YES,DC-2112
observation,observation_source_concept_id,765982,,YES,DC-2112
observation,observation_source_concept_id,766032,,YES,DC-2112
observation,observation_source_concept_id,40192502,,YES,DC-2112
observation,observation_source_concept_id,766040,,YES,DC-2112
observation,observation_source_concept_id,765996,,YES,DC-2112
observation,observation_source_concept_id,765984,,YES,DC-2112
observation,observation_source_concept_id,766020,,YES,DC-2112
observation,observation_source_concept_id,766008,,YES,DC-2112
observation,observation_source_concept_id,766036,,YES,DC-2112
observation,observation_source_concept_id,766044,,YES,DC-2112
observation,observation_source_concept_id,766024,,YES,DC-2112
observation,observation_source_concept_id,905060,,YES,DC-2112
observation,observation_source_concept_id,766062,,YES,DC-2112
observation,observation_source_concept_id,766028,,YES,DC-2112
observation,observation_source_concept_id,766002,,YES,DC-2112
observation,observation_source_concept_id,766014,,YES,DC-2112
observation,observation_source_concept_id,766052,,YES,DC-2112
observation,observation_source_concept_id,766034,,YES,DC-2112
observation,observation_source_concept_id,765988,,YES,DC-2112
observation,observation_source_concept_id,766038,,YES,DC-2112
observation,observation_source_concept_id,766058,,YES,DC-2112
observation,observation_source_concept_id,905050,,YES,DC-2112
observation,observation_source_concept_id,766060,,YES,DC-2112
observation,observation_source_concept_id,766046,,YES,DC-2112
observation,observation_source_concept_id,766054,,YES,DC-2112
observation,observation_source_concept_id,766042,,YES,DC-2112
observation,observation_source_concept_id,765978,,YES,DC-2112
observation,observation_source_concept_id,766050,,YES,DC-2112
observation,observation_source_concept_id,766056,,YES,DC-2112
observation,observation_source_concept_id,765980,,YES,DC-2112
observation,observation_source_concept_id,905049,,YES,DC-2112
observation,observation_source_concept_id,766022,,YES,DC-2112
observation,observation_source_concept_id,765990,,YES,DC-2112
observation,observation_source_concept_id,766018,,YES,DC-2112
observation,observation_source_concept_id,766010,,YES,DC-2112
observation,observation_source_concept_id,766048,,YES,DC-2112
observation,observation_source_concept_id,766064,,YES,DC-2112
observation,observation_source_concept_id,765998,,YES,DC-2112
observation,observation_source_concept_id,765986,,YES,DC-2112
observation,observation_source_concept_id,765976,,YES,DC-2112
observation,observation_source_concept_id,765994,,YES,DC-2112
observation,observation_source_concept_id,766030,,YES,DC-2112
observation,observation_source_concept_id,905041,,YES,DC-2112
observation,observation_source_concept_id,766026,,YES,DC-2112
observation,observation_source_concept_id,766016,,YES,DC-2112
observation,observation_source_concept_id,905059,,YES,DC-2112
observation,observation_source_concept_id,766066,,YES,DC-2112
observation,observation_source_concept_id,766000,,YES,DC-2112
observation,observation_source_concept_id,766012,,YES,DC-2112
observation,observation_source_concept_id,765992,,YES,DC-2112
observation,observation_source_concept_id,765974,,YES,DC-2112
observation,observation_concept_id,766006,,YES,DC-2112
observation,observation_concept_id,765982,,YES,DC-2112
observation,observation_concept_id,766032,,YES,DC-2112
observation,observation_concept_id,40192502,,YES,DC-2112
observation,observation_concept_id,766040,,YES,DC-2112
observation,observation_concept_id,765996,,YES,DC-2112
observation,observation_concept_id,765984,,YES,DC-2112
observation,observation_concept_id,766020,,YES,DC-2112
observation,observation_concept_id,766008,,YES,DC-2112
observation,observation_concept_id,766036,,YES,DC-2112
observation,observation_concept_id,766044,,YES,DC-2112
observation,observation_concept_id,766024,,YES,DC-2112
observation,observation_concept_id,905060,,YES,DC-2112
observation,observation_concept_id,766062,,YES,DC-2112
observation,observation_concept_id,766028,,YES,DC-2112
observation,observation_concept_id,766002,,YES,DC-2112
observation,observation_concept_id,766014,,YES,DC-2112
observation,observation_concept_id,766052,,YES,DC-2112
observation,observation_concept_id,766034,,YES,DC-2112
observation,observation_concept_id,765988,,YES,DC-2112
observation,observation_concept_id,766038,,YES,DC-2112
observation,observation_concept_id,766058,,YES,DC-2112
observation,observation_concept_id,905050,,YES,DC-2112
observation,observation_concept_id,766060,,YES,DC-2112
observation,observation_concept_id,766046,,YES,DC-2112
observation,observation_concept_id,766054,,YES,DC-2112
observation,observation_concept_id,766042,,YES,DC-2112
observation,observation_concept_id,765978,,YES,DC-2112
observation,observation_concept_id,766050,,YES,DC-2112
observation,observation_concept_id,766056,,YES,DC-2112
observation,observation_concept_id,765980,,YES,DC-2112
observation,observation_concept_id,905049,,YES,DC-2112
observation,observation_concept_id,766022,,YES,DC-2112
observation,observation_concept_id,765990,,YES,DC-2112
observation,observation_concept_id,766018,,YES,DC-2112
observation,observation_concept_id,766010,,YES,DC-2112
observation,observation_concept_id,766048,,YES,DC-2112
observation,observation_concept_id,766064,,YES,DC-2112
observation,observation_concept_id,765998,,YES,DC-2112
observation,observation_concept_id,765986,,YES,DC-2112
observation,observation_concept_id,765976,,YES,DC-2112
observation,observation_concept_id,765994,,YES,DC-2112
observation,observation_concept_id,766030,,YES,DC-2112
observation,observation_concept_id,905041,,YES,DC-2112
observation,observation_concept_id,766026,,YES,DC-2112
observation,observation_concept_id,766016,,YES,DC-2112
observation,observation_concept_id,905059,,YES,DC-2112
observation,observation_concept_id,766066,,YES,DC-2112
observation,observation_concept_id,766000,,YES,DC-2112
observation,observation_concept_id,766012,,YES,DC-2112
observation,observation_concept_id,765992,,YES,DC-2112
observation,observation_concept_id,765974,,YES,DC-2112
observation,value_as_concept_id,1585605,,NO,DC-3438
observation,value_as_concept_id,1585606,,NO,DC-3438
observation,value_as_concept_id,1585607,,NO,DC-3438
observation,value_as_concept_id,1585608,,NO,DC-3438
observation,value_as_concept_id,1585609,,NO,DC-3438
observation,value_as_concept_id,1585610,,NO,DC-3438
observation,value_as_concept_id,1585611,,NO,DC-3438
observation,value_as_concept_id,1585612,,NO,DC-3438
observation,value_as_concept_id,1585613,,NO,DC-3438
observation,value_as_concept_id,1585614,,NO,DC-3438
observation,value_as_concept_id,1585616,,NO,DC-3438
observation,value_as_concept_id,1585617,,NO,DC-3438
observation,value_as_concept_id,1585618,,NO,DC-3438
observation,value_as_concept_id,1585619,,NO,DC-3438
observation,value_as_concept_id,1585620,,NO,DC-3438
observation,value_as_concept_id,1585621,,NO,DC-3438
observation,value_as_concept_id,1585622,,NO,DC-3438
observation,value_as_concept_id,1585623,,NO,DC-3438
observation,value_as_concept_id,1585624,,NO,DC-3438
observation,value_as_concept_id,1585625,,NO,DC-3438
observation,value_as_concept_id,1585626,,NO,DC-3438
observation,value_as_concept_id,1585627,,NO,DC-3438
observation,value_as_concept_id,1585345,,NO,DC-3438
observation,value_as_concept_id,1585346,,NO,DC-3438
observation,value_as_concept_id,1586086,,NO,DC-3438
observation,value_as_concept_id,1586087,,NO,DC-3438
observation,value_as_concept_id,1586088,,NO,DC-3438
observation,value_as_concept_id,1586089,,NO,DC-3438
observation,value_as_concept_id,1586090,,NO,DC-3438
observation,value_as_concept_id,1586091,,NO,DC-3438
observation,value_as_concept_id,1586092,,NO,DC-3438
observation,value_as_concept_id,1586093,,NO,DC-3438
observation,value_as_concept_id,1585316,,NO,DC-3438
observation,value_as_concept_id,1585633,,NO,DC-3438
observation,value_as_concept_id,1585630,,NO,DC-3438
observation,value_as_concept_id,1585631,,NO,DC-3438
observation,value_as_concept_id,1585629,,NO,DC-3438
observation,value_as_concept_id,1585319,,NO,DC-3438
observation,value_as_concept_id,1585318,,NO,DC-3438
observation,value_as_concept_id,1585317,,NO,DC-3438
observation,value_as_concept_id,1585632,,NO,DC-3438
observation,value_as_concept_id,1585321,,NO,DC-3438
observation,value_as_concept_id,1585322,,NO,DC-3438
observation,value_as_concept_id,1585323,,NO,DC-3438
observation,value_as_concept_id,1585324,,NO,DC-3438
observation,value_as_concept_id,1585325,,NO,DC-3438
observation,value_as_concept_id,1585326,,NO,DC-3438
observation,value_as_concept_id,1585327,,NO,DC-3438
observation,value_as_concept_id,1585837,,NO,DC-3438
observation,value_as_concept_id,1585836,,NO,DC-3438
observation,value_as_concept_id,1585328,,NO,DC-3438
observation,value_as_concept_id,1585329,,NO,DC-3438
observation,value_as_concept_id,1585330,,NO,DC-3438
observation,value_as_concept_id,1585339,,NO,DC-3438
observation,value_as_concept_id,1585332,,NO,DC-3438
observation,value_as_concept_id,1585333,,NO,DC-3438
observation,value_as_concept_id,1585334,,NO,DC-3438
observation,value_as_concept_id,1585335,,NO,DC-3438
observation,value_as_concept_id,1585336,,NO,DC-3438
observation,value_as_concept_id,1585337,,NO,DC-3438
observation,value_as_concept_id,1585338,,NO,DC-3438
observation,value_as_concept_id,1585340,,NO,DC-3438
observation,value_as_concept_id,1585341,,NO,DC-3438
observation,value_as_concept_id,1585342,,NO,DC-3438
observation,value_as_concept_id,1585343,,NO,DC-3438
observation,value_as_concept_id,1586146,,NO,DC-3438
observation,value_as_concept_id,1586143,,NO,DC-3438
observation,value_as_concept_id,1586147,,NO,DC-3438
observation,value_as_concept_id,1586142,,NO,DC-3438
observation,value_as_concept_id,1586145,,NO,DC-3438
observation,value_as_concept_id,1586144,,NO,DC-3438
